"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"randomForest","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.6-12",NA,"R (>= 2.5.0), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"ranger","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.14.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"RANN","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.6.1",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"rappdirs","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"RBGL","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.66.0",NA,"graph, methods","methods","BH","Rgraphviz, XML, RUnit, BiocGenerics",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"rbibutils","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.2.16",NA,"R (>= 2.10)","utils, tools",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"rcmdcheck","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"RColorBrewer","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.0.2"
"Rcpp","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.10",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"RcppAnnoy","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.0.20",NA,"R (>= 3.1)","methods, Rcpp","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"RcppArmadillo","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.11.4.2.1",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"RcppEigen","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.3.9.3",NA,"R (>= 3.6.0)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"RcppHNSW","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.1",NA,NA,"methods, Rcpp (>= 0.11.3)","Rcpp","testthat, covr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"RcppParallel","/home/huang_yin/anaconda3/envs/sc/lib/R/library","5.1.5",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"RcppProgress","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"RcppTOML","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.7",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.5"
"RcppXPtrUtils","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.2",NA,"R (>= 3.0.0)","Rcpp",NA,"inline, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"RCurl","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.98-1.9",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"Rdpack","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.6",NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"readr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.3",NA,"R (>= 3.4)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"readxl","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.1",NA,"R (>= 3.4)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","knitr, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"relimp","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-5",NA,"R (>= 2.0.0)","stats, utils",NA,"tcltk, nnet, MASS, Rcmdr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"rematch","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"rematch2","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"remotes","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.4.2",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"repr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.4",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL-3",NA,NA,NA,NA,"no","4.0.5"
"reprex","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.2",NA,"R (>= 3.4)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"reshape","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"reshape2","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"reticulate","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.28",NA,"R (>= 3.0)","Matrix, Rcpp (>= 0.12.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, withr","Rcpp","callr, knitr, rlang, rmarkdown, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.0.5"
"rgeos","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.5-9",NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics","sp","maptools (>= 0.8-5), testthat, XML, maps, rgdal",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.5"
"rhdf5","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.34.0",NA,"R (>= 3.5.0), methods","Rhdf5lib (>= 1.11.0), rhdf5filters","Rhdf5lib","bit64, BiocStyle, knitr, rmarkdown, testthat, microbenchmark,
dplyr, ggplot2",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"rhdf5filters","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.1",NA,NA,NA,"Rhdf5lib","BiocStyle, knitr, rmarkdown, testthat (>= 2.1.0)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"Rhdf5lib","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.12.1",NA,"R (>= 3.3.0)",NA,NA,"BiocStyle, knitr, rmarkdown, tinytest",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"Rhtslib","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.22.0",NA,NA,"zlibbioc","zlibbioc","BiocStyle, knitr",NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"rlang","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.6",NA,"R (>= 3.4.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"rmarkdown","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.18",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), htmltools (>= 0.5.1),
jquerylib, jsonlite, knitr (>= 1.22), methods, stringr (>=
1.2.0), tinytex (>= 0.31), tools, utils, xfun (>= 0.30), yaml
(>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, tufte, vctrs, withr (>= 2.4.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"robustbase","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.95-0",NA,"R (>= 3.5.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"ROCR","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"roxygen2","/home/huang_yin/anaconda3/envs/sc/lib/R/library","7.2.2",NA,"R (>= 3.3)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), digest,
knitr, methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>=
2.1.2), rlang (>= 1.0.0), stringi, stringr (>= 1.0.0), utils,
withr, xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"rpart","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.1.19","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"rprojroot","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.3",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"Rsamtools","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.6.0",NA,"methods, GenomeInfoDb (>= 1.1.3), GenomicRanges (>= 1.31.8),
Biostrings (>= 2.47.6)","utils, BiocGenerics (>= 0.25.1), S4Vectors (>= 0.17.25),
IRanges (>= 2.13.12), XVector (>= 0.19.7), zlibbioc, bitops,
BiocParallel, stats","Rhtslib (>= 1.17.7), S4Vectors, IRanges, XVector, Biostrings","GenomicAlignments, ShortRead (>= 1.19.10), GenomicFeatures,
TxDb.Dmelanogaster.UCSC.dm3.ensGene, KEGG.db,
TxDb.Hsapiens.UCSC.hg18.knownGene, RNAseqData.HNRNPC.bam.chr14,
BSgenome.Hsapiens.UCSC.hg19, RUnit, BiocStyle",NA,"Artistic-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"RSpectra","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.16-1",NA,"R (>= 3.0.2)","Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,"MPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"RSQLite","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.2.19",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods,
pkgconfig, Rcpp (>= 1.0.7)","plogr (>= 0.2.0), Rcpp","callr, DBItest (>= 1.7.2.9001), gert, gh, hms, knitr,
magrittr, rmarkdown, rvest, testthat (>= 3.0.0), withr, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","4.0.2"
"rstatix","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.7.1",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"rstudioapi","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.14",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"rsvd","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.5",NA,"R (>= 4.0.0)","Matrix",NA,"ggplot2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"rtracklayer","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.50.0",NA,"R (>= 3.3), methods, GenomicRanges (>= 1.37.2)","XML (>= 1.98-0), BiocGenerics (>= 0.35.3), S4Vectors (>=
0.23.18), IRanges (>= 2.13.13), XVector (>= 0.19.7),
GenomeInfoDb (>= 1.15.2), Biostrings (>= 2.47.6), zlibbioc,
RCurl (>= 1.4-2), Rsamtools (>= 1.31.2), GenomicAlignments (>=
1.15.6), tools","S4Vectors, IRanges, XVector","BSgenome (>= 1.33.4), humanStemCell, microRNA (>= 1.1.1),
genefilter, limma, org.Hs.eg.db, hgu133plus2.db,
GenomicFeatures, BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene, RUnit",NA,"Artistic-2.0 + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"Rtsne","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.16",NA,NA,"Rcpp (>= 0.11.0), stats","Rcpp","irlba, testthat",NA,"file LICENSE","yes",NA,NA,NA,"yes","4.0.2"
"Rttf2pt1","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3.12",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.0.2"
"RUnit","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.32",NA,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",NA,NA,"XML (>= 3.1.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"rvcheck","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.8",NA,"R (>= 3.4.0)","BiocManager, utils, rlang",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"RVenn","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.0",NA,NA,"ggforce (>= 0.2.1), ggplot2 (>= 3.0.0), magrittr (>= 1.5),
purrr (>= 0.2.5), methods (>= 3.5.1), rlang (>= 0.2.2), vegan
(>= 2.5.2), pheatmap (>= 1.0.10)",NA,"testthat, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"rversions","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"rvest","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.3",NA,"R (>= 3.2)","glue, cli, httr (>= 0.5), lifecycle (>= 1.0.0), magrittr,
rlang (>= 1.0.0), selectr, tibble, xml2 (>= 1.3), withr",NA,"covr, knitr, readr, repurrrsive, rmarkdown, spelling, stringi
(>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"s2","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.2",NA,"R (>= 3.0.0)","Rcpp, wk (>= 0.6.0)","Rcpp, wk","testthat (>= 3.0.0), vctrs",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"yes","4.0.2"
"S4Vectors","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.28.1",NA,"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.36.0)",NA,NA,"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"sass","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.4",NA,NA,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"scales","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, rlang (>= 1.0.0), viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0), waldo (>= 0.4.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"scater","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.18.6",NA,"SingleCellExperiment, ggplot2","stats, utils, methods, grid, gridExtra, Matrix, BiocGenerics,
S4Vectors, SummarizedExperiment, DelayedArray,
DelayedMatrixStats, BiocNeighbors, BiocSingular, BiocParallel,
scuttle, rlang, ggbeeswarm, viridis",NA,"BiocStyle, biomaRt, cowplot, destiny, knitr, scRNAseq,
robustbase, rmarkdown, Rtsne, uwot, NMF, testthat, pheatmap,
Biobase",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"scattermore","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.8",NA,NA,"ggplot2, scales, grid, grDevices, graphics",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"scatterpie","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.8",NA,"R (>= 3.4.0), ggplot2","ggforce, rlang, ggfun, stats, tidyr, utils",NA,"knitr, rmarkdown, prettydoc, maps, scales",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"scatterplot3d","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3-42",NA,"R (>= 2.7.0)","grDevices, graphics, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"sceasy","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.0.7",NA,"R (>= 3.5.1), reticulate",NA,NA,"Seurat (>= 3.0.1), SingleCellExperiment (>= 1.4.0),
LoomExperiment (>= 1.1.5), monocle3 (>= 0.2.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"scmap","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.12.0",NA,"R(>= 3.4)","Biobase, SingleCellExperiment, SummarizedExperiment,
BiocGenerics, S4Vectors, dplyr, reshape2, matrixStats, proxy,
utils, googleVis, ggplot2, methods, stats, e1071, randomForest,
Rcpp (>= 0.12.12)","Rcpp, RcppArmadillo","knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"scp","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.0",NA,"R (>= 4.0), QFeatures","methods, stats, utils, SingleCellExperiment,
SummarizedExperiment, MultiAssayExperiment, S4Vectors, dplyr,
magrittr, rlang",NA,"testthat, knitr, BiocStyle, rmarkdown, patchwork, ggplot2,
matrixStats, impute, scater, sva, uwot",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"scRNAseq","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.4.0",NA,"SingleCellExperiment","utils, methods, BiocGenerics, S4Vectors, GenomicRanges,
SummarizedExperiment, ExperimentHub, AnnotationHub,
AnnotationDbi, ensembldb, GenomicFeatures",NA,"BiocStyle, knitr, rmarkdown, BiocFileCache, testthat",NA,"CC0",NA,NA,NA,NA,"no","4.0.2"
"sctransform","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.5",NA,"R (>= 3.5.0)","dplyr, magrittr, MASS, Matrix (>= 1.5.0), methods,
future.apply, future, ggplot2, reshape2, rlang, gridExtra,
matrixStats","RcppArmadillo, Rcpp (>= 0.11.0)","irlba, testthat, knitr","glmGamPoi","GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"scuttle","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.4",NA,"SingleCellExperiment","methods, utils, stats, Matrix, Rcpp, BiocGenerics, S4Vectors,
BiocParallel, GenomicRanges, SummarizedExperiment,
DelayedArray, DelayedMatrixStats, beachmat","Rcpp, beachmat","BiocStyle, knitr, scRNAseq, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"segmented","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.6-4",NA,"MASS, nlme",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"selectr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.0.2"
"sessioninfo","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.2",NA,"R (>= 2.10)","cli (>= 3.1.0), tools, utils",NA,"callr, covr, mockery, reticulate, rmarkdown, testthat, withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.5"
"Seurat","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.3.0",NA,"R (>= 4.0.0), methods","cluster, cowplot, fitdistrplus, future, future.apply, ggplot2
(>= 3.3.0), ggrepel, ggridges, graphics, grDevices, grid, httr,
ica, igraph, irlba, jsonlite, KernSmooth, leiden (>= 0.3.1),
lmtest, MASS, Matrix (>= 1.5-0), matrixStats, miniUI,
patchwork, pbapply, plotly (>= 4.9.0), png, progressr, RANN,
RColorBrewer, Rcpp (>= 1.0.7), RcppAnnoy (>= 0.0.18),
reticulate, rlang, ROCR, Rtsne, scales, scattermore (>= 0.7),
sctransform (>= 0.3.5), SeuratObject (>= 4.1.3), shiny,
spatstat.explore, spatstat.geom, stats, tibble, tools, utils,
uwot (>= 0.1.14)","Rcpp (>= 0.11.0), RcppEigen, RcppProgress","ape, rsvd, testthat, hdf5r, S4Vectors, SummarizedExperiment,
SingleCellExperiment, MAST, DESeq2, BiocGenerics,
GenomicRanges, GenomeInfoDb, IRanges, rtracklayer, Rfast2,
monocle, Biobase, VGAM, limma, metap, enrichR, mixtools,
ggrastr, data.table, R.utils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"SeuratData","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.2.2",NA,"R (>= 3.5.0)","cli, crayon, rappdirs, stats, utils",NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"SeuratObject","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.1.3",NA,"R (>= 4.0.0), sp (>= 1.5.0)","future, future.apply, grDevices, grid, Matrix (>= 1.5.0),
methods, progressr, Rcpp (>= 1.0.5), rlang (>= 0.4.7), stats,
tools, utils","Rcpp, RcppEigen","ggplot2, rgeos, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"shadowtext","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.2",NA,"R (>= 3.4.0)","ggplot2, grid, scales",NA,"knitr, rmarkdown, prettydoc",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"shape","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.6",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"shiny","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.7.3",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.2), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"shinyjs","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), jsonlite, shiny (>= 1.0.0)",NA,"htmltools (>= 0.2.9), knitr (>= 1.7), rmarkdown, shinyAce,
shinydisconnect, testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
